id,code,slug,name,category,price,specifications_text,specifications_json,images,webp_images
lf-114s,LF114S,lf-114s-round-table,Round Table,Pre Classes,5990,details: Dimensions & Materials | Desk: | D90 × H51 cm | AGE GROUP | CLASS | AVG SIZE | Desk: 44-46cm | Chair: 24-33cm,"{""details"":[""Dimensions & Materials"",""Desk:"",""D90 × H51 cm"",""AGE GROUP"",""CLASS"",""AVG SIZE"",""Desk: 44-46cm"",""Chair: 24-33cm""]}",/catalogue/pre-classes/lf-114s/cover.jpg,/catalogue-webp/pre-classes/lf-114s/cover.webp
lf-115,LF115,lf-115-rectangle-table,Rectangle Table,Pre Classes,5490,details: Dimensions & Materials | Desk: | L122 × W61 × H51 cm | AGE GROUP | AVG SIZE | CLASS | Desk: 44-46cm | Chair: 24-33cm,"{""details"":[""Dimensions & Materials"",""Desk:"",""L122 × W61 × H51 cm"",""AGE GROUP"",""AVG SIZE"",""CLASS"",""Desk: 44-46cm"",""Chair: 24-33cm""]}",/catalogue/pre-classes/lf-115/cover.jpg,/catalogue-webp/pre-classes/lf-115/cover.webp
lf-115s,LF115S,lf-115s-rectangle-table-small,Rectangle Table (small),Pre Classes,3490,details: Dimensions & Materials | Desk: | L92 × W46 x H51cm | AGE GROUP | CLASS | AVG SIZE | Desk: 44-46cm | Chair: 24-33cm,"{""details"":[""Dimensions & Materials"",""Desk:"",""L92 × W46 x H51cm"",""AGE GROUP"",""CLASS"",""AVG SIZE"",""Desk: 44-46cm"",""Chair: 24-33cm""]}",/catalogue/pre-classes/lf-115s/cover.jpg,/catalogue-webp/pre-classes/lf-115s/cover.webp
lf-206,LF206,lf-206-without-chairs,without chairs,Pre Classes,14990,size: DiaxH53 CM,"{""size"":""DiaxH53 CM""}",/catalogue/pre-classes/lf-206/cover.jpg,/catalogue-webp/pre-classes/lf-206/cover.webp
lf-205,LF205,lf-205-lf-205,LF-205,Pre Classes,17990,size: L120xW60xH53 CM,"{""size"":""L120xW60xH53 CM""}",/catalogue/pre-classes/lf-205/cover.jpg,/catalogue-webp/pre-classes/lf-205/cover.webp
lf-201,LF201,lf-201-without-chairs,without chairs,Pre Classes,4990,size: DiaxH53 CM,"{""size"":""DiaxH53 CM""}",/catalogue/pre-classes/lf-201/cover.jpg,/catalogue-webp/pre-classes/lf-201/cover.webp
lf-207,LF207,lf-207-without-chairs,without chairs,Pre Classes,24990,size: L120xW105xH50 CM,"{""size"":""L120xW105xH50 CM""}",/catalogue/pre-classes/lf-207/cover.jpg,/catalogue-webp/pre-classes/lf-207/cover.webp
lf-202,LF202,lf-202-lf-202,LF-202,Pre Classes,4990,size: H56 CM,"{""size"":""H56 CM""}",/catalogue/pre-classes/lf-202/cover.jpg,/catalogue-webp/pre-classes/lf-202/cover.webp
lf-1421,LF1421,lf-1421-lf-1421,LF-1421,Pre Classes,15990,size: L36xW27.8xH25 CM,"{""size"":""L36xW27.8xH25 CM""}",/catalogue/pre-classes/lf-1421/cover.jpg,/catalogue-webp/pre-classes/lf-1421/cover.webp
lf-1422,LF1422,lf-1422-lf-1422,LF-1422,Pre Classes,15990,size: L44xW35xH50 CM,"{""size"":""L44xW35xH50 CM""}",/catalogue/pre-classes/lf-1422/cover.jpg,/catalogue-webp/pre-classes/lf-1422/cover.webp
lf-1423,LF1423,lf-1423-lf-1423,LF-1423,Pre Classes,15990,size: L44xW35xH50 CM,"{""size"":""L44xW35xH50 CM""}",/catalogue/pre-classes/lf-1423/cover.jpg,/catalogue-webp/pre-classes/lf-1423/cover.webp
lf-1425,LF1425,lf-1425-lf-1425,LF-1425,Pre Classes,21990,size: L44xW35xH82 CM,"{""size"":""L44xW35xH82 CM""}",/catalogue/pre-classes/lf-1425/cover.jpg,/catalogue-webp/pre-classes/lf-1425/cover.webp
lf-1424,LF1424,lf-1424-lf-1424,LF-1424,Pre Classes,9990,size: L36xW27.8xH25 CM,"{""size"":""L36xW27.8xH25 CM""}",/catalogue/pre-classes/lf-1424/cover.jpg,/catalogue-webp/pre-classes/lf-1424/cover.webp
lf-1426,LF1426,lf-1426-a-modern-pretend-play-kitchen-with-stove-oven,"A modern pretend play kitchen with stove, oven",Pre Classes,16990,"size: L120xW29.5xH98 CM; details: A modern pretend play kitchen with stove, oven, | sink, washing machine, shelves, and hanging | utensils. Encourages creativity and role play while | building motor skills. Durable and child-safe design.","{""size"":""L120xW29.5xH98 CM"",""details"":[""A modern pretend play kitchen with stove, oven,"",""sink, washing machine, shelves, and hanging"",""utensils. Encourages creativity and role play while"",""building motor skills. Durable and child-safe design.""]}",/catalogue/pre-classes/lf-1426/cover.jpg,/catalogue-webp/pre-classes/lf-1426/cover.webp
lf-1427,LF1427,lf-1427-a-stylish-and-durable-wooden-play-kitchen-with-realistic,A stylish and durable wooden play kitchen with realistic,Pre Classes,24990,"size: L122xW30xH109.5 CM; details: fridge, stove, sink, microwave, washing machine, and | storage space. Features turning knobs, hanging utensils, | and modern design to inspire creative role play and learning. | Perfect for developing imagination and motor skills in children.","{""size"":""L122xW30xH109.5 CM"",""details"":[""fridge, stove, sink, microwave, washing machine, and"",""storage space. Features turning knobs, hanging utensils,"",""and modern design to inspire creative role play and learning."",""Perfect for developing imagination and motor skills in children.""]}",/catalogue/pre-classes/lf-1427/cover.jpg,/catalogue-webp/pre-classes/lf-1427/cover.webp
lf-1428,LF1428,lf-1428-a-fun-and-educational-wooden-workbench-designed-to,A fun and educational wooden workbench designed to,Pre Classes,14990,"size: L68xW30xH88 CM; details: inspire creativity and hands-on learning. Features colorful | gears, tools, bolts, and storage space to help kids develop | motor skills, problem-solving, and imaginative play. | Made from sturdy, child-safe materials for long-lasting fun. | Perfect for little builders and future engineers!","{""size"":""L68xW30xH88 CM"",""details"":[""inspire creativity and hands-on learning. Features colorful"",""gears, tools, bolts, and storage space to help kids develop"",""motor skills, problem-solving, and imaginative play."",""Made from sturdy, child-safe materials for long-lasting fun."",""Perfect for little builders and future engineers!""]}",/catalogue/pre-classes/lf-1428/cover.jpg,/catalogue-webp/pre-classes/lf-1428/cover.webp
lf-1451,LF1451,lf-1451-lf-1451,LF-1451,Pre Classes,,size: L120xW30xH80 CM,"{""size"":""L120xW30xH80 CM""}",/catalogue/pre-classes/lf-1451/cover.jpg,/catalogue-webp/pre-classes/lf-1451/cover.webp
lf-1452,LF1452,lf-1452-product,............,Pre Classes,,size: L120xW30xH80 CM,"{""size"":""L120xW30xH80 CM""}",/catalogue/pre-classes/lf-1452/cover.jpg,/catalogue-webp/pre-classes/lf-1452/cover.webp
lf-1453,LF1453,lf-1453-product,............,Pre Classes,,size: L80xW40xH67 CM,"{""size"":""L80xW40xH67 CM""}",/catalogue/pre-classes/lf-1453/cover.jpg,/catalogue-webp/pre-classes/lf-1453/cover.webp
lf-1454,LF1454,lf-1454-product,............,Pre Classes,,size: L80xW40xH67 CM,"{""size"":""L80xW40xH67 CM""}",/catalogue/pre-classes/lf-1454/cover.jpg,/catalogue-webp/pre-classes/lf-1454/cover.webp
lf-1455,LF1455,lf-1455-product,............,Pre Classes,,size: L104xW30xH80 CM,"{""size"":""L104xW30xH80 CM""}",/catalogue/pre-classes/lf-1455/cover.jpg,/catalogue-webp/pre-classes/lf-1455/cover.webp
lf-1456,LF1456,lf-1456-product,............,Pre Classes,,size: L84xW30xH80 CM,"{""size"":""L84xW30xH80 CM""}",/catalogue/pre-classes/lf-1456/cover.jpg,/catalogue-webp/pre-classes/lf-1456/cover.webp
lf-1458,LF1458,lf-1458-product,............,Pre Classes,9990,size: L124xW40xH50 CM,"{""size"":""L124xW40xH50 CM""}",/catalogue/pre-classes/lf-1458/cover.jpg,/catalogue-webp/pre-classes/lf-1458/cover.webp
lf-1457,LF1457,lf-1457-product,............,Pre Classes,9990,size: L124xW30xH80 CM,"{""size"":""L124xW30xH80 CM""}",/catalogue/pre-classes/lf-1457/cover.jpg,/catalogue-webp/pre-classes/lf-1457/cover.webp
lf-1459,LF1459,lf-1459-product,............,Pre Classes,9990,size: L298xW30xH116 CM,"{""size"":""L298xW30xH116 CM""}",/catalogue/pre-classes/lf-1459/cover.jpg,/catalogue-webp/pre-classes/lf-1459/cover.webp
lf-1501,LF1501,lf-1501-lf-1501,LF-1501,Pre Classes,9990,size: L90xW20xH58 CM,"{""size"":""L90xW20xH58 CM""}",/catalogue/pre-classes/lf-1501/cover.jpg,/catalogue-webp/pre-classes/lf-1501/cover.webp
lf-1502,LF1502,lf-1502-lf-1502,LF-1502,Pre Classes,9990,size: L90xW20xH58 CM,"{""size"":""L90xW20xH58 CM""}",/catalogue/pre-classes/lf-1502/cover.jpg,/catalogue-webp/pre-classes/lf-1502/cover.webp
lf-1503,LF1503,lf-1503-lf-1503,LF-1503,Pre Classes,9990,size: L90xW20xH58 CM,"{""size"":""L90xW20xH58 CM""}",/catalogue/pre-classes/lf-1503/cover.jpg,/catalogue-webp/pre-classes/lf-1503/cover.webp
lf-1504,LF1504,lf-1504-lf-1504,LF-1504,Pre Classes,9990,size: L90xW20xH92 CM,"{""size"":""L90xW20xH92 CM""}",/catalogue/pre-classes/lf-1504/cover.jpg,/catalogue-webp/pre-classes/lf-1504/cover.webp
lf-0701,LF0701,lf-0701-sports-activity-carpets,Sports Activity Carpets,Pre Classes,24990,size: L220xW180 CM,"{""size"":""L220xW180 CM""}",/catalogue/pre-classes/lf-0701/cover.jpg,/catalogue-webp/pre-classes/lf-0701/cover.webp
lf-0702,LF0702,lf-0702-alphabet-activity-carpets,Alphabet Activity Carpets,Pre Classes,24990,size: L220xW180 CM,"{""size"":""L220xW180 CM""}",/catalogue/pre-classes/lf-0702/cover.jpg,/catalogue-webp/pre-classes/lf-0702/cover.webp
lf-0703,LF0703,lf-0703-space-activity-carpets,Space Activity Carpets,Pre Classes,24990,size: L200xW200 CM,"{""size"":""L200xW200 CM""}",/catalogue/pre-classes/lf-0703/cover.jpg,/catalogue-webp/pre-classes/lf-0703/cover.webp
lf-0704,LF0704,lf-0704-numbers-activity-carpets,Numbers Activity Carpets,Pre Classes,24990,size: L200xW200 CM,"{""size"":""L200xW200 CM""}",/catalogue/pre-classes/lf-0704/cover.jpg,/catalogue-webp/pre-classes/lf-0704/cover.webp
lf-0705,LF0705,lf-0705-shapes-activity-carpets,Shapes Activity Carpets,Pre Classes,24990,size: L230xW160 CM,"{""size"":""L230xW160 CM""}",/catalogue/pre-classes/lf-0705/cover.jpg,/catalogue-webp/pre-classes/lf-0705/cover.webp
lf-401,LF401,lf-401-single-seater-dolphin-desk,Single Seater Dolphin Desk,Pre Classes,3790,details: Dimensions & Materials | Desk: | L74 × W40 × H60 cm | AGE GROUP | CLASS,"{""details"":[""Dimensions & Materials"",""Desk:"",""L74 × W40 × H60 cm"",""AGE GROUP"",""CLASS""]}",/catalogue/pre-classes/lf-401/cover.jpg,/catalogue-webp/pre-classes/lf-401/cover.webp
lf-402,LF402,lf-402-single-seater-giraffe-desk,Single Seater Giraffe Desk,Pre Classes,3790,details: Dimensions & Materials | Desk: | L74 × W40 × H60 cm | AGE GROUP | CLASS,"{""details"":[""Dimensions & Materials"",""Desk:"",""L74 × W40 × H60 cm"",""AGE GROUP"",""CLASS""]}",/catalogue/pre-classes/lf-402/cover.jpg,/catalogue-webp/pre-classes/lf-402/cover.webp
lf-411,LF411,lf-411-double-seater-dolphin-desk,Double Seater Dolphin Desk,Pre Classes,5990,details: Dimensions & Materials | Desk: | L74 × W74 × H60 cm | AGE GROUP | CLASS,"{""details"":[""Dimensions & Materials"",""Desk:"",""L74 × W74 × H60 cm"",""AGE GROUP"",""CLASS""]}",/catalogue/pre-classes/lf-411/cover.jpg,/catalogue-webp/pre-classes/lf-411/cover.webp
lf-412,LF412,lf-412-double-seater-giraffe-desk,Double Seater Giraffe Desk,Pre Classes,5990,details: Dimensions & Materials | Desk: | L74 × W74 × H60 cm | AGE GROUP | CLASS,"{""details"":[""Dimensions & Materials"",""Desk:"",""L74 × W74 × H60 cm"",""AGE GROUP"",""CLASS""]}",/catalogue/pre-classes/lf-412/cover.jpg,/catalogue-webp/pre-classes/lf-412/cover.webp
lf-1481,LF1481,lf-1481-l120-w60-cm,L120 × W60 cm,Soft Seating,,,{},/catalogue/soft-seating/lf-1481/cover.jpg,/catalogue-webp/soft-seating/lf-1481/cover.webp
lf-1482,LF1482,lf-1482-l120-w60-cm,L120 × W60 cm,Soft Seating,,details: L60 × W51 cm,"{""details"":[""L60 × W51 cm""]}",/catalogue/soft-seating/lf-1482/cover.jpg,/catalogue-webp/soft-seating/lf-1482/cover.webp
lf-1483,LF1483,lf-1483-l60-w51-cm,L60 × W51 cm,Soft Seating,,details: L60 × W60 cm,"{""details"":[""L60 × W60 cm""]}",/catalogue/soft-seating/lf-1483/cover.jpg,/catalogue-webp/soft-seating/lf-1483/cover.webp
lf-1484,LF1484,lf-1484-l60-w60-cm,L60 × W60 cm,Soft Seating,,,{},/catalogue/soft-seating/lf-1484/cover.jpg,/catalogue-webp/soft-seating/lf-1484/cover.webp
lf-1485,LF1485,lf-1485-l60-w60-cm,L60 × W60 cm,Soft Seating,,,{},/catalogue/soft-seating/lf-1485/cover.jpg,/catalogue-webp/soft-seating/lf-1485/cover.webp
lf-1486,LF1486,lf-1486-l60-w60-cm,L60 × W60 cm,Soft Seating,,details: L120 × W90 cm,"{""details"":[""L120 × W90 cm""]}",/catalogue/soft-seating/lf-1486/cover.jpg,/catalogue-webp/soft-seating/lf-1486/cover.webp
lf-0421,LF0421,lf-0421-play-animal-seating,Play Animal Seating,Soft Play Seating,24990,size: L242xW44xH50 CM,"{""size"":""L242xW44xH50 CM""}",/catalogue/soft-play-seating/lf-0421/cover.jpg,/catalogue-webp/soft-play-seating/lf-0421/cover.webp
lf-0422,LF0422,lf-0422-play-crocodile-seating,Play Crocodile Seating,Soft Play Seating,79990,size: L260xW44xH52 CM,"{""size"":""L260xW44xH52 CM""}",/catalogue/soft-play-seating/lf-0422/cover.jpg,/catalogue-webp/soft-play-seating/lf-0422/cover.webp
lf-0423,LF0423,lf-0423-play-slark-seating,Play Slark Seating,Soft Play Seating,24990,size: L100xW22xH27 CM,"{""size"":""L100xW22xH27 CM""}",/catalogue/soft-play-seating/lf-0423/cover.jpg,/catalogue-webp/soft-play-seating/lf-0423/cover.webp
lf-960,LF960,lf-960-y-connect-seat,Y-Connect Seat,Bench,6990,details: Dimensions | Desk: | L72.5xW83xH39.5 CM,"{""details"":[""Dimensions"",""Desk:"",""L72.5xW83xH39.5 CM""]}",/catalogue/bench/lf-960/cover.jpg,/catalogue-webp/bench/lf-960/cover.webp
lf-136,LF136,lf-136-plastic-bench,Plastic Bench,Pre Classes,4190,details: Dimensions | Desk: | L80 × W48 × H60 cm | AGE GROUP | CLASS,"{""details"":[""Dimensions"",""Desk:"",""L80 × W48 × H60 cm"",""AGE GROUP"",""CLASS""]}",/catalogue/pre-classes/lf-136/cover.jpg,/catalogue-webp/pre-classes/lf-136/cover.webp
lf-507,LF507,lf-507-children-bed,Children Bed,Pre Classes,3490,details: Dimensions | Desk: | L138 × W58 × H28 cm | AGE GROUP | CLASS,"{""details"":[""Dimensions"",""Desk:"",""L138 × W58 × H28 cm"",""AGE GROUP"",""CLASS""]}",/catalogue/pre-classes/lf-507/cover.jpg,/catalogue-webp/pre-classes/lf-507/cover.webp
lf-106,LF106,lf-106-plastic-chair,Plastic Chair,For All Category Classes,390,,{},/catalogue/for-all-category-classes/lf-106/cover.jpg,/catalogue-webp/for-all-category-classes/lf-106/cover.webp
lf-116,LF116,lf-116-adj-plastic-chair,Adj Plastic Chair,For All Category Classes,590,,{},/catalogue/for-all-category-classes/lf-116/cover.jpg,/catalogue-webp/for-all-category-classes/lf-116/cover.webp
lf-186,LF186,lf-186-adj-plastic-chair,Adj Plastic Chair,For All Category Classes,1090,,{},/catalogue/for-all-category-classes/lf-186/cover.jpg,/catalogue-webp/for-all-category-classes/lf-186/cover.webp
lf-146,LF146,lf-146-adj-plastic-chair,Adj Plastic Chair,For All Category Classes,990,,{},/catalogue/for-all-category-classes/lf-146/cover.jpg,/catalogue-webp/for-all-category-classes/lf-146/cover.webp
lf-176,LF176,lf-176-metal-chair,Metal Chair,For All Category Classes,1790,,{},/catalogue/for-all-category-classes/lf-176/cover.jpg,/catalogue-webp/for-all-category-classes/lf-176/cover.webp
lf-156,LF156,lf-156-metal-handle-chair,Metal Handle Chair,For All Category Classes,1890,,{},/catalogue/for-all-category-classes/lf-156/cover.jpg,/catalogue-webp/for-all-category-classes/lf-156/cover.webp
lf-126,LF126,lf-126-metal-chair,Metal Chair,For All Category Classes,690,,{},/catalogue/for-all-category-classes/lf-126/cover.jpg,/catalogue-webp/for-all-category-classes/lf-126/cover.webp
lf-127,LF127,lf-127-metal-handle-chair,Metal Handle Chair,For All Category Classes,890,,{},/catalogue/for-all-category-classes/lf-127/cover.jpg,/catalogue-webp/for-all-category-classes/lf-127/cover.webp
lf-166,LF166,lf-166-metal-handle-chair,Metal Handle Chair,For All Category Classes,2090,,{},/catalogue/for-all-category-classes/lf-166/cover.jpg,/catalogue-webp/for-all-category-classes/lf-166/cover.webp
lf-128,LF128,lf-128-metal-handle-chair,Metal Handle Chair,For All Category Classes,1290,,{},/catalogue/for-all-category-classes/lf-128/cover.jpg,/catalogue-webp/for-all-category-classes/lf-128/cover.webp
lf-129,LF129,lf-129-plastic-chair,Plastic Chair,For All Category Classes,1590,,{},/catalogue/for-all-category-classes/lf-129/cover.jpg,/catalogue-webp/for-all-category-classes/lf-129/cover.webp
lf-801,LF801,lf-801-mini-home-and-kitchen-playhouse,Mini Home & Kitchen Playhouse,Play Equipment,,size: L124 x W172.5 x H163 CM,"{""size"":""L124 x W172.5 x H163 CM""}",/catalogue/play-equipment/lf-801/cover.jpg,/catalogue-webp/play-equipment/lf-801/cover.webp
lf-802,LF802,lf-802-junior-living-house,Junior Living House,Play Equipment,,size: L124 x W172.5 x H163 CM,"{""size"":""L124 x W172.5 x H163 CM""}",/catalogue/play-equipment/lf-802/cover.jpg,/catalogue-webp/play-equipment/lf-802/cover.webp
lf-901,LF901,lf-901-chocolate-playhouse,Chocolate Playhouse,Play Equipment,49990,size: L125xW135xH143 CM,"{""size"":""L125xW135xH143 CM""}",/catalogue/play-equipment/lf-901/cover.jpg,/catalogue-webp/play-equipment/lf-901/cover.webp
lf-902,LF902,lf-902-playhouse,Playhouse,Play Equipment,29990,size: L103xW109xH131 CM,"{""size"":""L103xW109xH131 CM""}",/catalogue/play-equipment/lf-902/cover.jpg,/catalogue-webp/play-equipment/lf-902/cover.webp
lf-903,LF903,lf-903-royal-cottage,Royal Cottage,Play Equipment,,size: L97.5xW64.3xH94.4 CM; details: Classic Cottage,"{""size"":""L97.5xW64.3xH94.4 CM"",""details"":[""Classic Cottage""]}",/catalogue/play-equipment/lf-903/cover.jpg,/catalogue-webp/play-equipment/lf-903/cover.webp
lf-904,LF904,lf-904-classic-cottage,Classic Cottage,Play Equipment,,size: L97.5xW64.3xH94.4 CM,"{""size"":""L97.5xW64.3xH94.4 CM""}",/catalogue/play-equipment/lf-904/cover.jpg,/catalogue-webp/play-equipment/lf-904/cover.webp
lf-102,LF102,lf-102-slide,Slide,Play Equipment,39990,size: L204xW220xH180 CM,"{""size"":""L204xW220xH180 CM""}",/catalogue/play-equipment/lf-102/cover.jpg,/catalogue-webp/play-equipment/lf-102/cover.webp
lf-103,LF103,lf-103-slide,Slide,Play Equipment,29990,size: L274xW116xH134 CM,"{""size"":""L274xW116xH134 CM""}",/catalogue/play-equipment/lf-103/cover.jpg,/catalogue-webp/play-equipment/lf-103/cover.webp
lf-105,LF105,lf-105-slide,Slide,Play Equipment,44990,size: L274xW213xH152 CM,"{""size"":""L274xW213xH152 CM""}",/catalogue/play-equipment/lf-105/cover.jpg,/catalogue-webp/play-equipment/lf-105/cover.webp
lf-101,LF101,lf-101-multi-colour-gambola,Multi Colour Gambola,Play Equipment,79990,size: L308xW175xH170 CM,"{""size"":""L308xW175xH170 CM""}",/catalogue/play-equipment/lf-101/cover.jpg,/catalogue-webp/play-equipment/lf-101/cover.webp
lf-101-2,LF101-2,lf-101-2-chocolate-colour-gambola,Chocolate Colour Gambola,Play Equipment,79990,size: L308xW175xH170 CM,"{""size"":""L308xW175xH170 CM""}",/catalogue/play-equipment/lf-101/cover.jpg,/catalogue-webp/play-equipment/lf-101/cover.webp
lf-911,LF911,lf-911-junior-slide,Junior Slide,Slides,2790,size: L110xW50xH70 CM,"{""size"":""L110xW50xH70 CM""}",/catalogue/slides/lf-911/cover.jpg,/catalogue-webp/slides/lf-911/cover.webp
lf-912,LF912,lf-912-rabbit-slide,Rabbit Slide,Slides,2990,size: L110xW70xH80 CM,"{""size"":""L110xW70xH80 CM""}",/catalogue/slides/lf-912/cover.jpg,/catalogue-webp/slides/lf-912/cover.webp
lf-912a,LF912A,lf-912a-rabbit-slide-big,Rabbit Slide Big,Slides,4790,size: L176xW74xH84 CM,"{""size"":""L176xW74xH84 CM""}",/catalogue/slides/lf-912a/cover.jpg,/catalogue-webp/slides/lf-912a/cover.webp
lf-915,LF915,lf-915-castle-slide,Castle Slide,Slides,5990,size: L150xW76xH94 CM,"{""size"":""L150xW76xH94 CM""}",/catalogue/slides/lf-915/cover.jpg,/catalogue-webp/slides/lf-915/cover.webp
lf-916,LF916,lf-916-dolphin-slide,Dolphin Slide,Slides,5990,size: L150xW76xH94 CM,"{""size"":""L150xW76xH94 CM""}",/catalogue/slides/lf-916/cover.jpg,/catalogue-webp/slides/lf-916/cover.webp
lf-917,LF917,lf-917-space-slide,Space Slide,Slides,5990,size: L150xW76xH94 CM,"{""size"":""L150xW76xH94 CM""}",/catalogue/slides/lf-917/cover.jpg,/catalogue-webp/slides/lf-917/cover.webp
lf-919,LF919,lf-919-castle-swing,Castle Swing,Slides & Swings,6490,size: L78xW94xH113 CM,"{""size"":""L78xW94xH113 CM""}",/catalogue/slides-and-swings/lf-919/cover.jpg,/catalogue-webp/slides-and-swings/lf-919/cover.webp
lf-922,LF922,lf-922-castle-slide-with-swing,Castle Slide with Swing,Slides & Swings,11990,size: L177xW156xH113 CM,"{""size"":""L177xW156xH113 CM""}",/catalogue/slides-and-swings/lf-922/cover.jpg,/catalogue-webp/slides-and-swings/lf-922/cover.webp
lf-920,LF920,lf-920-dolphin,Dolphin,Slides & Swings,6490,size: L78xW94xH113 CM,"{""size"":""L78xW94xH113 CM""}",/catalogue/slides-and-swings/lf-920/cover.jpg,/catalogue-webp/slides-and-swings/lf-920/cover.webp
lf-923,LF923,lf-923-dolphin,Dolphin,Slides & Swings,11990,size: L177xW156xH113 CM,"{""size"":""L177xW156xH113 CM""}",/catalogue/slides-and-swings/lf-923/cover.jpg,/catalogue-webp/slides-and-swings/lf-923/cover.webp
lf-921,LF921,lf-921-space,Space,Slides & Swings,6490,size: L78xW94xH113 CM,"{""size"":""L78xW94xH113 CM""}",/catalogue/slides-and-swings/lf-921/cover.jpg,/catalogue-webp/slides-and-swings/lf-921/cover.webp
lf-924,LF924,lf-924-space,Space,Slides & Swings,11990,size: L177xW156xH113 CM,"{""size"":""L177xW156xH113 CM""}",/catalogue/slides-and-swings/lf-924/cover.jpg,/catalogue-webp/slides-and-swings/lf-924/cover.webp
lf-990,LF990,lf-990-slide,Slide,Slides,8990,size: L162xW73xH96 CM,"{""size"":""L162xW73xH96 CM""}",/catalogue/slides/lf-990/cover.jpg,/catalogue-webp/slides/lf-990/cover.webp
lf-970,LF970,lf-970-elephant-slide,Elephant Slide,Slides,9990,size: L168xW86xH108 CM,"{""size"":""L168xW86xH108 CM""}",/catalogue/slides/lf-970/cover.jpg,/catalogue-webp/slides/lf-970/cover.webp
lf-971,LF971,lf-971-bear-slide,Bear Slide,Slides,9990,size: L168xW86xH114 CM,"{""size"":""L168xW86xH114 CM""}",/catalogue/slides/lf-971/cover.jpg,/catalogue-webp/slides/lf-971/cover.webp
lf-972,LF972,lf-972-slide,Slide,Slides,8990,size: L160xW85xH110 CM,"{""size"":""L160xW85xH110 CM""}",/catalogue/slides/lf-972/cover.jpg,/catalogue-webp/slides/lf-972/cover.webp
lf-973,LF973,lf-973-elephant-swing,Elephant Swing,Slides & Swings,9990,size: L90XW60xH123 CM,"{""size"":""L90XW60xH123 CM""}",/catalogue/slides-and-swings/lf-973/cover.jpg,/catalogue-webp/slides-and-swings/lf-973/cover.webp
lf-976,LF976,lf-976-elephant-slide-with-swing,Elephant Slide with Swing,Slides & Swings,16990,size: L160XW170xH114 CM,"{""size"":""L160XW170xH114 CM""}",/catalogue/slides-and-swings/lf-976/cover.jpg,/catalogue-webp/slides-and-swings/lf-976/cover.webp
lf-974,LF974,lf-974-bear-swing,Bear Swing,Slides & Swings,9990,size: L90xW60x123H CM,"{""size"":""L90xW60x123H CM""}",/catalogue/slides-and-swings/lf-974/cover.jpg,/catalogue-webp/slides-and-swings/lf-974/cover.webp
lf-977,LF977,lf-977-bear-slide-with-swing,Bear Slide with Swing,Slides & Swings,16990,size: L160XW170xH114 CM,"{""size"":""L160XW170xH114 CM""}",/catalogue/slides-and-swings/lf-977/cover.jpg,/catalogue-webp/slides-and-swings/lf-977/cover.webp
lf-975,LF975,lf-975-multicolour-swing,Multicolour Swing,Slides & Swings,8990,size: L90XW60xH123 CM,"{""size"":""L90XW60xH123 CM""}",/catalogue/slides-and-swings/lf-975/cover.jpg,/catalogue-webp/slides-and-swings/lf-975/cover.webp
lf-978,LF978,lf-978-multicolour-slide-with-swing,Multicolour Slide with Swing,Slides & Swings,15990,size: L160xW170xH114 CM,"{""size"":""L160xW170xH114 CM""}",/catalogue/slides-and-swings/lf-978/cover.jpg,/catalogue-webp/slides-and-swings/lf-978/cover.webp
lf-999,LF999,lf-999-l33xw33xh73-cm,L33xW33xH73 CM,Shelf & Pencil Dustbin,2490,details: L30xW30xH101 CM,"{""size"":"""",""details"":[""L30xW30xH101 CM""]}",/catalogue/shelf-and-pencil-dustbin/lf-999/cover.jpg,/catalogue-webp/shelf-and-pencil-dustbin/lf-999/cover.webp
lf-999b,LF999B,lf-999b-l33xw33xh73-cm,L33xW33xH73 CM,Shelf & Pencil Dustbin,2990,details: L30xW30xH101 CM,"{""size"":"""",""details"":[""L30xW30xH101 CM""]}",/catalogue/shelf-and-pencil-dustbin/lf-999b/cover.jpg,/catalogue-webp/shelf-and-pencil-dustbin/lf-999b/cover.webp
lf-998,LF998,lf-998-dolphin-dustbin,Dolphin Dustbin,Shelf & Pencil Dustbin,6990,size: L52xW66xH87 CM,"{""size"":""L52xW66xH87 CM""}",/catalogue/shelf-and-pencil-dustbin/lf-998/cover.jpg,/catalogue-webp/shelf-and-pencil-dustbin/lf-998/cover.webp
lf-9053-2,LF9053-2,lf-9053-2-book-shelf,Book Shelf,Shelf & Pencil Dustbin,4490,size: L80xW39xH78 CM,"{""size"":""L80xW39xH78 CM""}",/catalogue/shelf-and-pencil-dustbin/lf-9053-2/cover.jpg,/catalogue-webp/shelf-and-pencil-dustbin/lf-9053-2/cover.webp
lf-934-a,LF934-A,lf-934-a-toy-shelf,Toy Shelf,Shelf & Pencil Dustbin,6990,size: L91xW43xH81 CM,"{""size"":""L91xW43xH81 CM""}",/catalogue/shelf-and-pencil-dustbin/lf-934-a/cover.jpg,/catalogue-webp/shelf-and-pencil-dustbin/lf-934-a/cover.webp
lf-9130-5,LF9130-5,lf-9130-5-plastic-shoe-rack,Plastic Shoe Rack,Shelf & Pencil Dustbin,6490,size: L120xW24xH40 CM,"{""size"":""L120xW24xH40 CM""}",/catalogue/shelf-and-pencil-dustbin/lf-9130-5/cover.jpg,/catalogue-webp/shelf-and-pencil-dustbin/lf-9130-5/cover.webp
